Id,Text,Sentiment,Aspect
143," This is a great bargain. Yes, it's running and old type processor so, hey, don't even try gaming on it. But, if you are just an average user, it works really great. The screen is good, the whole things is very light and doesn't run hot. I'm very happy with it, typing on it right now and it is fast enough for that! I like everything about this laptop. It has no way of connecting to the internet save wifi but that's all I use anyway! I put that free app on for word processing and it works like a charm. I plugged it into my existing printers and it just worked, no fuss no muss. It immediately recognized the printer and was ready to go. Excellent buy.",positive,LAPTOP_CONNECTIVITY
144, Pretty good laptop. Good for basic stuff. Don't try to use to play any pc games or anything. Just for simple web browsing and media streaming. Pretty premium feel for the low price.,positive,LAPTOP_GENERAL
144, Pretty good laptop. Good for basic stuff. Don't try to use to play any pc games or anything. Just for simple web browsing and media streaming. Pretty premium feel for the low price.,conflict,LAPTOP_MISCELLANEOUS
144, Pretty good laptop. Good for basic stuff. Don't try to use to play any pc games or anything. Just for simple web browsing and media streaming. Pretty premium feel for the low price.,positive,LAPTOP_QUALITY
144, Pretty good laptop. Good for basic stuff. Don't try to use to play any pc games or anything. Just for simple web browsing and media streaming. Pretty premium feel for the low price.,positive,LAPTOP_PRICE
145," i'm very happy,this laptop is beatifull, is'nt slow at all. but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting. just wifi.... the screen is big, and everything was as described",positive,LAPTOP_GENERAL
145," i'm very happy,this laptop is beatifull, is'nt slow at all. but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting. just wifi.... the screen is big, and everything was as described",conflict,LAPTOP_DESIGN_FEATURES
145," i'm very happy,this laptop is beatifull, is'nt slow at all. but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting. just wifi.... the screen is big, and everything was as described",positive,LAPTOP_OPERATION_PERFORMANCE
145," i'm very happy,this laptop is beatifull, is'nt slow at all. but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting. just wifi.... the screen is big, and everything was as described",negative,LAPTOP_CONNECTIVITY
145," i'm very happy,this laptop is beatifull, is'nt slow at all. but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting. just wifi.... the screen is big, and everything was as described",positive,DISPLAY_DESIGN_FEATURES
146," I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve. The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",positive,LAPTOP_GENERAL
146," I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve. The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",positive,DISPLAY_QUALITY
146," I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve. The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",positive,LAPTOP_DESIGN_FEATURES
146," I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve. The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",positive,OS_USABILITY
147," One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive. Only drawback is no LED to show when the hard drive is being accessed. Not a necessity, but something I've come to expect. Does what I need it to do and the price was right!",positive,OS_GENERAL
147," One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive. Only drawback is no LED to show when the hard drive is being accessed. Not a necessity, but something I've come to expect. Does what I need it to do and the price was right!",conflict,LAPTOP_DESIGN_FEATURES
147," One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive. Only drawback is no LED to show when the hard drive is being accessed. Not a necessity, but something I've come to expect. Does what I need it to do and the price was right!",positive,LAPTOP_GENERAL
147," One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive. Only drawback is no LED to show when the hard drive is being accessed. Not a necessity, but something I've come to expect. Does what I need it to do and the price was right!",positive,LAPTOP_PRICE
148, the computer is very wonderful. was not aware it did not have a disk drive when i bought it or i would not of purchased it. it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied. its very fast and very light. great product. i am giviing it four stars instead of five because of no disk drive and the crashing,positive,LAPTOP_GENERAL
148, the computer is very wonderful. was not aware it did not have a disk drive when i bought it or i would not of purchased it. it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied. its very fast and very light. great product. i am giviing it four stars instead of five because of no disk drive and the crashing,conflict,LAPTOP_DESIGN_FEATURES
148, the computer is very wonderful. was not aware it did not have a disk drive when i bought it or i would not of purchased it. it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied. its very fast and very light. great product. i am giviing it four stars instead of five because of no disk drive and the crashing,conflict,LAPTOP_OPERATION_PERFORMANCE
149," The machine is easy to use, has the power it needs for personal use and some light professional work. It could be lighter, but couldn't everything. The battery seems adequate for most uses ~ 4.5 hour use/charge. Screen is clear and bright. Glad it has the DVD drive. Perfectly adequate.",positive,LAPTOP_USABILITY
149," The machine is easy to use, has the power it needs for personal use and some light professional work. It could be lighter, but couldn't everything. The battery seems adequate for most uses ~ 4.5 hour use/charge. Screen is clear and bright. Glad it has the DVD drive. Perfectly adequate.",positive,LAPTOP_MISCELLANEOUS
149," The machine is easy to use, has the power it needs for personal use and some light professional work. It could be lighter, but couldn't everything. The battery seems adequate for most uses ~ 4.5 hour use/charge. Screen is clear and bright. Glad it has the DVD drive. Perfectly adequate.",positive,BATTERY_OPERATION_PERFORMANCE
149," The machine is easy to use, has the power it needs for personal use and some light professional work. It could be lighter, but couldn't everything. The battery seems adequate for most uses ~ 4.5 hour use/charge. Screen is clear and bright. Glad it has the DVD drive. Perfectly adequate.",positive,DISPLAY_QUALITY
149," The machine is easy to use, has the power it needs for personal use and some light professional work. It could be lighter, but couldn't everything. The battery seems adequate for most uses ~ 4.5 hour use/charge. Screen is clear and bright. Glad it has the DVD drive. Perfectly adequate.",positive,LAPTOP_DESIGN_FEATURES
149," The machine is easy to use, has the power it needs for personal use and some light professional work. It could be lighter, but couldn't everything. The battery seems adequate for most uses ~ 4.5 hour use/charge. Screen is clear and bright. Glad it has the DVD drive. Perfectly adequate.",positive,LAPTOP_GENERAL
150," I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks. If you're looking for a basic PC this is the way to go. The hinges on this PC are nice and tight and well made like the rest of the PC. I was surprised  at  the overall quality and the price",positive,LAPTOP_GENERAL
150," I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks. If you're looking for a basic PC this is the way to go. The hinges on this PC are nice and tight and well made like the rest of the PC. I was surprised  at  the overall quality and the price",positive,DISPLAY_DESIGN_FEATURES
150," I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks. If you're looking for a basic PC this is the way to go. The hinges on this PC are nice and tight and well made like the rest of the PC. I was surprised  at  the overall quality and the price",positive,LAPTOP_MISCELLANEOUS
150," I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks. If you're looking for a basic PC this is the way to go. The hinges on this PC are nice and tight and well made like the rest of the PC. I was surprised  at  the overall quality and the price",positive,LAPTOP_QUALITY
150," I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks. If you're looking for a basic PC this is the way to go. The hinges on this PC are nice and tight and well made like the rest of the PC. I was surprised  at  the overall quality and the price",positive,LAPTOP_PRICE
151, Expensive but worth it. The display has a great resolution but have difficulty always seeing the small print. Haven't quite figured out how to make the font size larger overall. I'll keep trying however.,negative,LAPTOP_PRICE
151, Expensive but worth it. The display has a great resolution but have difficulty always seeing the small print. Haven't quite figured out how to make the font size larger overall. I'll keep trying however.,positive,LAPTOP_GENERAL
151, Expensive but worth it. The display has a great resolution but have difficulty always seeing the small print. Haven't quite figured out how to make the font size larger overall. I'll keep trying however.,positive,DISPLAY_QUALITY
151, Expensive but worth it. The display has a great resolution but have difficulty always seeing the small print. Haven't quite figured out how to make the font size larger overall. I'll keep trying however.,negative,DISPLAY_USABILITY
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,LAPTOP_GENERAL
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,KEYBOARD_DESIGN_FEATURES
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,LAPTOP_DESIGN_FEATURES
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,HARD_DISC_DESIGN_FEATURES
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,LAPTOP_PRICE
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,negative,OS_GENERAL
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,LAPTOP_OPERATION_PERFORMANCE
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,DISPLAY_DESIGN_FEATURES
152, Great laptop for the price. It was nearly impossible to find a laptop that had A) a side keyboard. I do a lot of 10-key so I can't be pecking around at the top looking for numbers B) a DVD/CD player. I have a lot of antiquated programs that I use that require a download C) a large hard drive instead of using the Cloud D) was under $300 with shipping. The only con is Windows effin 8. Still giving it a 5 star rating because it is fast and a nice sized screen. Great for web design and general work.,positive,LAPTOP_MISCELLANEOUS
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",positive,LAPTOP_GENERAL
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",positive,LAPTOP_PRICE
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",positive,LAPTOP_DESIGN_FEATURES
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",positive,LAPTOP_MISCELLANEOUS
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",negative,LAPTOP_OPERATION_PERFORMANCE
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",negative,CPU_OPERATION_PERFORMANCE
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",negative,OS_GENERAL
153," Not bad for the price. I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine. Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor. I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",positive,LAPTOP_USABILITY
154," This laptop is nice. It has a decent feel to it, sharp display and is fast enough. The biggest problem I have is the right side and top of the touchpad is unresponsive. So frustrating!! I have updated the drivers and tweeked every feature available, but nothing has helped. Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad. I would love to keep this laptop, but will be sending it back and looking for a different brand. No Lenovo for me.",neutral,LAPTOP_QUALITY
154," This laptop is nice. It has a decent feel to it, sharp display and is fast enough. The biggest problem I have is the right side and top of the touchpad is unresponsive. So frustrating!! I have updated the drivers and tweeked every feature available, but nothing has helped. Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad. I would love to keep this laptop, but will be sending it back and looking for a different brand. No Lenovo for me.",positive,DISPLAY_QUALITY
154," This laptop is nice. It has a decent feel to it, sharp display and is fast enough. The biggest problem I have is the right side and top of the touchpad is unresponsive. So frustrating!! I have updated the drivers and tweeked every feature available, but nothing has helped. Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad. I would love to keep this laptop, but will be sending it back and looking for a different brand. No Lenovo for me.",positive,LAPTOP_OPERATION_PERFORMANCE
154," This laptop is nice. It has a decent feel to it, sharp display and is fast enough. The biggest problem I have is the right side and top of the touchpad is unresponsive. So frustrating!! I have updated the drivers and tweeked every feature available, but nothing has helped. Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad. I would love to keep this laptop, but will be sending it back and looking for a different brand. No Lenovo for me.",negative,MOUSE_OPERATION_PERFORMANCE
154," This laptop is nice. It has a decent feel to it, sharp display and is fast enough. The biggest problem I have is the right side and top of the touchpad is unresponsive. So frustrating!! I have updated the drivers and tweeked every feature available, but nothing has helped. Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad. I would love to keep this laptop, but will be sending it back and looking for a different brand. No Lenovo for me.",negative,MOUSE_USABILITY
154," This laptop is nice. It has a decent feel to it, sharp display and is fast enough. The biggest problem I have is the right side and top of the touchpad is unresponsive. So frustrating!! I have updated the drivers and tweeked every feature available, but nothing has helped. Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad. I would love to keep this laptop, but will be sending it back and looking for a different brand. No Lenovo for me.",negative,LAPTOP_GENERAL
154," This laptop is nice. It has a decent feel to it, sharp display and is fast enough. The biggest problem I have is the right side and top of the touchpad is unresponsive. So frustrating!! I have updated the drivers and tweeked every feature available, but nothing has helped. Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad. I would love to keep this laptop, but will be sending it back and looking for a different brand. No Lenovo for me.",negative,COMPANY_GENERAL
155, Initially I liked the product so much. Although it was slow but I felt it was ok for the price you have bought it. But now I am having battery problems. Laptop automatically shuts down when battery life reaches 30%. I bought this laptop in November 2013. I am not satisfied with the product.,negative,LAPTOP_OPERATION_PERFORMANCE
155, Initially I liked the product so much. Although it was slow but I felt it was ok for the price you have bought it. But now I am having battery problems. Laptop automatically shuts down when battery life reaches 30%. I bought this laptop in November 2013. I am not satisfied with the product.,neutral,LAPTOP_PRICE
155, Initially I liked the product so much. Although it was slow but I felt it was ok for the price you have bought it. But now I am having battery problems. Laptop automatically shuts down when battery life reaches 30%. I bought this laptop in November 2013. I am not satisfied with the product.,negative,BATTERY_OPERATION_PERFORMANCE
155, Initially I liked the product so much. Although it was slow but I felt it was ok for the price you have bought it. But now I am having battery problems. Laptop automatically shuts down when battery life reaches 30%. I bought this laptop in November 2013. I am not satisfied with the product.,negative,LAPTOP_GENERAL
156," It's an amazing laptop. Most of the things about the laptop is awesome except the touchpad. The laptop is fast. The Windows 8.1 used to boot in just 2s and that was freaking awesome. Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either. I am loving it completely. It does make a little noise but that's alright as it's not too much. It doesn't get heated up much even after continuous usage. But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying. I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else. HP please fix it. A smaller touchpad would make life easier for Computer Science students or IT people much more easier.",positive,LAPTOP_GENERAL
156," It's an amazing laptop. Most of the things about the laptop is awesome except the touchpad. The laptop is fast. The Windows 8.1 used to boot in just 2s and that was freaking awesome. Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either. I am loving it completely. It does make a little noise but that's alright as it's not too much. It doesn't get heated up much even after continuous usage. But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying. I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else. HP please fix it. A smaller touchpad would make life easier for Computer Science students or IT people much more easier.",negative,MOUSE_GENERAL
156," It's an amazing laptop. Most of the things about the laptop is awesome except the touchpad. The laptop is fast. The Windows 8.1 used to boot in just 2s and that was freaking awesome. Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either. I am loving it completely. It does make a little noise but that's alright as it's not too much. It doesn't get heated up much even after continuous usage. But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying. I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else. HP please fix it. A smaller touchpad would make life easier for Computer Science students or IT people much more easier.",positive,LAPTOP_OPERATION_PERFORMANCE
156," It's an amazing laptop. Most of the things about the laptop is awesome except the touchpad. The laptop is fast. The Windows 8.1 used to boot in just 2s and that was freaking awesome. Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either. I am loving it completely. It does make a little noise but that's alright as it's not too much. It doesn't get heated up much even after continuous usage. But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying. I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else. HP please fix it. A smaller touchpad would make life easier for Computer Science students or IT people much more easier.",positive,OS_OPERATION_PERFORMANCE
156," It's an amazing laptop. Most of the things about the laptop is awesome except the touchpad. The laptop is fast. The Windows 8.1 used to boot in just 2s and that was freaking awesome. Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either. I am loving it completely. It does make a little noise but that's alright as it's not too much. It doesn't get heated up much even after continuous usage. But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying. I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else. HP please fix it. A smaller touchpad would make life easier for Computer Science students or IT people much more easier.",positive,LAPTOP_QUALITY
156," It's an amazing laptop. Most of the things about the laptop is awesome except the touchpad. The laptop is fast. The Windows 8.1 used to boot in just 2s and that was freaking awesome. Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either. I am loving it completely. It does make a little noise but that's alright as it's not too much. It doesn't get heated up much even after continuous usage. But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying. I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else. HP please fix it. A smaller touchpad would make life easier for Computer Science students or IT people much more easier.",negative,MOUSE_DESIGN_FEATURES
156," It's an amazing laptop. Most of the things about the laptop is awesome except the touchpad. The laptop is fast. The Windows 8.1 used to boot in just 2s and that was freaking awesome. Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either. I am loving it completely. It does make a little noise but that's alright as it's not too much. It doesn't get heated up much even after continuous usage. But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying. I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else. HP please fix it. A smaller touchpad would make life easier for Computer Science students or IT people much more easier.",negative,MOUSE_USABILITY
157," No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",positive,LAPTOP_GENERAL
157," No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",positive,LAPTOP_PRICE
157," No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",conflict,LAPTOP_DESIGN_FEATURES
157," No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",positive,DISPLAY_QUALITY
157," No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",positive,KEYBOARD_GENERAL
157," No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",positive,KEYBOARD_DESIGN_FEATURES
157," No laptop is perfect, but sometimes you just find a computer that works for you. This laptop does everything I need it to very well. I bought this laptop so that the entire family had a computer in the living room; the two of us use it regularly. I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV. The best thing about this laptop is the price along with some of the newer features. The screen is bright and the keyboard is nice; I find myself using the 10-key more than I thought I would. Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos. For those that care about noise this thing doesn't really make any; the i3 processor doesn't seem to run hot and the fan rarely turns on. I took off a star because the machine has a lot of junk software on it. I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff. Once I removed all the software the laptop loads in 15-20 seconds. This is not a serious gaming laptop or a serious media machine; my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card. Overall I am very satisfied with the purchase. I looked around and based off my price/features comparison from a brand I trusted I landed here.",positive,KEYBOARD_USABILITY
